Title_id	Title	Year	Rated	Runtime	Director	Actors	Plot	Language	Awards	Type	BoxOffice	Production	Website
tt9680504	Tafeta	2019			Nitin Savla	Siddharth Chandekar, Pallavi Patil		Marathi		movie			
tt9680482	Prisoners of Love	2020				Tim Realbuto	Based on Deborah Bond's best-selling novel, three women from different walks of life form an unlikely friendship while meeting in the waiting room of a popular state penitentiary.			movie			
tt9680462	Time Paradox	2018			Deniz Kuyumcu	Batuhan Agan, Halilcan Aldemir, Kaan Hügül, Ozgun Yldz	A man who went back in time to save his wife. But time does not allow a paradox under any circumstances...	Turkish		movie			
tt9680428	Petra	2018			Iyanah Bativala	Veronika Bellová, Denisa Pfauserová				movie			
tt9680410	Baba	1989		100 min	Juwansher Haidary	Asadollah Aram, Zarghuna Aram, Humayun Pais, Wali Talash				movie			
tt9680256	Stolcek, prestri sa!	2001		51 min	Lucia Sebová	Branislav Galla, Michal Adamec, Robert Kocan, Juraj Adamík		Slovak		movie			
tt9680220	Khan-e tarikh	1996		20 min	Qader Tahiri	Sher Mohammad Khara				movie			
tt9680210	Life Drop	2018			Abhishek Swain		A Filmmaker's point of view portrayed behind the viewfinder, where drop sound is used to refer death of each child due to unsafe water.	Oriya		movie			
tt9680204	Roach	2017			Fahad Aljoudi	Marwan Naji, Nour Bitar, Brian Eric Johnson, Adam Gomez	Imprisoned on suspicion on Terrorism, Saad befriends a cockroach to endure the pain of interrogations and torture.	English		movie			
tt9680180	Baccha shoshur	2019		124 min	Biswarup Biswas	Biswarup Biswas, Chiranjit, Jeet, Koushani Mukherjee	Spandan Islam (Jeet) sees his father-in-law (Chiranjeet Chakraborty) in his son. How will he escape?	Bengali		movie			
tt9680174	Kitty Party	2019		134 min	Nav Bajwa	Kainaat Arora, Nav Bajwa, Ranav Bajwa, Surinder Bath	Fooled by a witty-con Jasmine; four simplistic housewives pledge to revenge her and take back what belongs to them, during their chucklesome trip.	Punjabi		movie			
tt9680166	Yeh Suhaagraat Impossible	2019		92 min	Abhinav Thakur	Preetika Chauhan, Aarav Mavi, Aloknath Pathak, Pratap Saurabh	Based on the backdrop of the weddings that happen in the states of Uttar Pradesh and Bihar, the film focuses on the entire drama, chaos, cultural differences and ego clashes that take place during a wedding.	Hindi		movie			
tt9680162	House of Air	2017		4 min	Karl Eccleston, Brian Fairbairn	Rowland Byass, Harry Clayton-Wright, JD Dean, Drew Kingston	An anthropological study of gay semiotics, taxonomies, and sexual behaviours.	English		movie			
tt9680152	Facebook Wala Pyar	2019		114 min	Narayan k Sahu	Rahul Bagga, Akhilendra Mishra, Neeta Mohindra, Rajesh Sharma	Rebelling against the family's generation-old tradition of settling for arranged marriages, Raj Kuwar Chaturvedi (Rahul Bagga) chats a certain Miss Kumari Boby (Nancy Thakkar) up on his new...	Hindi		movie			
tt9680148	Popoluska	2002		81 min	Lucia Sebová	Lenka Vavrincíková, Jozef Bujdák, Tána Radeva, Alfréd Swan		Slovak		movie			
tt9680136	Pati Patni Aur Woh	2019	Not Rated	126 min	Mudassar Aziz	Kartik Aaryan, Bhumi Pednekar, Ananya Panday, Aparshakti Khurana	Chintu Tyagi is an ordinary, middle class man who finds himself torn between his wife and another woman.	Hindi	1 win & 1 nomination.	movie	$874,044		
tt9680132	Three Blades	2019		29 min	Matthieu Maunier-Rossi	Davidson Dupuy, Jordany Cothias, Norbert Alix, Berline Charles	Haiti, nowadays. One day in the life of a family of three : three men, alone with their dreams and frustrations. Three generations under the burning sun. And between them, everywhere, in every hand, there are blades : machetes.	Haitian	1 win.	movie			
tt9680126	Blood Spirit	2020	TV-MA	77 min	Anthony Allin	Smari Gunn, Ayvianna Snow, Tom Scurr, Carmen Silva	Solomon and three friends find an embalmed dead body. Solomon refuses to accept there is anything supernatural in the house. He needs to believe if he wants to save the girl he loves from the ravenous blood spirit he has set free.	English		movie			
tt9680114	Jamal	1981		14 min	Ibrahim Shaddad					movie			
tt9680112	The Wall	2017		10 min	Christy Tattershall		The Wall is a short film that explores what life is like for three ex convicts from Bristol, UK.	English	4 wins.	movie			
tt9680104	Islamo-phobia	2019		130 min	Omer Sarikaya	Chris Mulkey, Wilma Elles, Mike Mitchell, Iyad Hajjaj	Showcasing the traumatic effects of prejudice and discrimination against Muslim, Christianity, and Judaism its Islamo-phobia ( Tolerance ) is a story of Peace , Love, Unity, Respect, ...	English		movie			
tt9680094	Vaaeesar Ee Gum	2009		149 min	Mohan Sachdev	Jai Hero, Vinod Ramani, Sudhir, Jitendra Vazirani		Sindhi		movie			
tt9680092	Prema Katha Chithram 2	2019		130 min	Harikishan	Sumanth Ashwin, Nandita Shwetha, Siddhi Idnani, Anil	Her unrequited love for a college mate leads a young woman to take her own life. Things take a dark turn when her spirit returns to haunt those who had caused her heartbreak.	Telugu		movie			
tt9680090	Thipparaa Meesam (Telugu)	2019		152 min	Krishna Vijay	Rajsekhar Aningi, Benerjee, Lahari, Naveen Neni	An extremely talented DJ working in a local night pub, who is also a spoiled brat, gets involved in an adventure where he must fight against all odds to survive.	Telugu, Kannada		movie			
tt9680082	The Real Group: Vi är vår egen genre	2014			Åke Lundström		A documentary about the world famous a cappella phenomena, The Real Group. In 2015 they celebrated their 30th year as a music group. In this film we get to know the band as they tell the ...	Swedish		movie			
tt9680080	Dandupalya 4	2019			T.K. Nayak	Suman Ranganathan		Kannada		movie			
tt9680078	Mukhomukhi	2019			Kamaleshwar Mukherjee	Rajatava Dutta, Gargi Roychowdhury, Jishu Sengupta		Bengali		movie			
tt9680076	Bhai - Vyakti Ki Valli 2	2019		130 min	Mahesh Manjrekar	Satish Alekar, Sunil Barve, Amol Bavdekar, Raya Bhave	The second part of the P.L Deshpande biopic which starts off where the first one left off and essays the achievements of the writer.	Marathi		movie			
tt9680066	Lock	2019			Parashuraam	Abhilash, Sharath Lohitashwa, Soundarya Ramesh		Kannada		movie			
tt9680064	Walter	2019		90 min	Varante Soudjian	Issaka Sawadogo, Alban Ivanov, Judith El Zein, David Salles	"For Goran and his team of amateur shooters, the plan was almost perfect: to enter a hypermarket at night to rob a jeweler. But these ""broken arms"" had not anticipated the arrival of a vigil..."	French		movie			
tt9680050	The Station	1989		16 min	Eltayeb Mahdi					movie			
tt9680002	Jin qiu gui hua chi	1995		99 min	Tieli Xie	Yuanzheng Feng, Hui Yu, Ling-Yan Ma, Dan Wu	Yu Wen Pu was an abroad student studying in Japan and returns to Shanghai. He tries hard to make a living, and fights against feudal ethics to win free lives for himself and poor girls.	Mandarin		movie			
tt9679972	Every Family Has a Secret	2019			Steve Peddie	Noni Hazlehurst	Noni Hazlehurst meets six Australians who are grappling with a family secret. Participants will travel around the world uncovering powerful truths about themselves, their families and Australia.	English		movie			
tt9679958	The Guide	2018		5 min	Felipe Vargas	Taylor Greene, Randall Kirby, Gyl Roland, Brandon Root	From a mysterious void, a guardian angel-like figure guides a man through his first love, in a journey through space-time and beyond.	English		movie			
tt9679950	Dans les Yeux (lutte contre l'homophobie)	2019		22 min	Lucas Dubessy, Théodore Tomasz	Ethan Berrebi, Victoria Guilloux, Enzo Tomasini				movie			
tt9679942	Mesaka'a	2016						English, Arabic		movie			
tt9679930	Robert Scheer: Above the Fold	2019		92 min	Brogan De Paor, Julie M. Thompson			English		movie			
tt9679922	Vessel	2018		5 min	Felipe Vargas	Francis Allen, Kaden Richard	A South Floridian carpenter in contemplation of life's voyage.	English		movie			
tt9679872	Dire	2019			Tiffany Beacham	Larry Brown, Keona Crenshaw, Candace DuPree, Gabrielle DuPree	Stasia McGlaughlin, a new single mother, finds her basic needs hanging in the balance for the first time due to the untimely incarceration of her narcissistic lover.	English		movie			
tt9679828	Peridot	2019			Robert Murphy	Harry Hains, Michael Redford Carney, Malie Mason, Susan Moore Harmon	Martha, a successful author, meets Gabriel, a young male gigolo, on the subway and the two became the most unlikely friends.	English		movie			
tt9679806	Exist, Not Exist AKA Zero Tolerance for Silence	2020		130 min	Hee-chul Kwon	Dae Han Lee, Na Ram, Seo Hee Han, Ji Hye Park	Min Shik, Hi Ae and Hyun Joo are good friends back in elementary school. Hi Ae loved Min Shik first but he married Hyun Joo and Hi Ae married a guy that she doesn't love. Three of them went...	Korean, English		movie			
tt9679762	Henshitsusha wakazuma bôkô	1979		61 min	Kaoru Umezawa	Kazuya Kakurai, Yuri Izumi, Nami Aoki		Japanese		movie			
tt9679730	One Last Shot	2019								movie			
tt9679726	Career Girl: Kyusho-zeme	1979		63 min	Genji Nakamura	Rumi Sasaki, Yuriko Azuma, Yûko Mizushima, Jirô Kokubu		Japanese		movie			
tt9679704	Suki-suki joshi daisei: Seigyaku	1979		62 min	Akitaka Kimata	Tamaki Katsura, Junko Inui, Raira Yonashiro		Japanese		movie			
tt9679696	Muse	2019		8 min	Sana Malhotra	Sebastian Faure, Josephine Salt, Josefine Marelius, Armand Muchhala	A father and painter restores his inspiration with the help of his all time MUSE, his three year old daughter.	English		movie			
tt9679688	Bôkôkyô	1979		72 min	Satoru Kobayashi	Midori Onuma, Hitomi Kawai, Maya Takagi		Japanese		movie			
tt9679686	Deadtime Travels - Dead Before Dusk	2019			George Meyers	George Meyers	"""Timecop"" meets ""Planet Of The Apes"" meets ""War Of The Worlds"""	English		movie			
tt9679678	Extreme	2019		25 min	Andrey Berchenko	Dmitriy Belotzerkovskiy, Aleksandr Gerasimov, Vyacheslav Gulivitsky, Evgeniy Kozlov	On the way to fishing a factory worker with his ward from Moscow, who was imposed to him by the executives to organize leisure, witness a showdown in the style of the 90's. The protagonist ...	Russian		movie			
tt9679650	Let There Be Lite	2020			Jordan Bayne	Charlie Lee		English		movie			
tt9679612	El Narco	2019			Hector G. Magana	Daniella Mendoza, Flavia Carbone, Diego Medellin, Masato Di Santo	When a Mexican doctor captures a corrupt cop, an innocent nurse must evaluate her own morals as the doctor pressures her to work with him.	Spanish		movie			
tt9679596	Felix	2019			Charles Stock	Elijah Steiner, Robert Byrne, Sheila Wood, Eli Edwards	A whimsical short that follows a 12-year-old painter as he struggles with his parents conforming beliefs.	English		movie			
tt9679594	Diastole	2019			Kristle Backe	Francis Camuso, Charessa Fryc, Sakura Imaya, Mo Kearns		English		movie			
tt9679552	Win, Lose, or Draw Straws	2020			Casey W. Phillips		Win, Lose or Draw Straws is a rare political film that brings together left, right, center and agnostic by exposing a little known oddity in US electoral politics, the existence and ...	English		movie			
tt9679538	To Hell with Harvey	2019		88 min	Liv Collins	Greg Collins, Tony Burgess, Carrie Cathrae-Keeling, Charlie Baker	A struggling aspiring young writer assists a reclusive washed-up author on his comeback winter book tour. Together they hit the road across rural Ontario on a tumultuous journey seeking inspiration, acceptance and redemption.	English	1 win.	movie			
tt9679528	Combat Wombat	2020		90 min	Ricard Cussó	Deborah Mailman, Ed Oxenbould, Frank Woodley, Judith Lucy	Maggie Diggins, a wombat turned Wonder Woman, unintentionally becomes the city's superhero after she begrudgingly saves a rookie superhero sugar glider from certain doom.	English		movie			
tt9679498	My Train Diary	2018		110 min	Nobuhisa Kodama	Minori Hagiwara, Chieko Matsubara, Naoto Ogata, Mika Sakamoto	Izumi Yamazaki had a dream of making people laugh and she wanted to become a comedian. To achieve her dream, she went to Tokyo from her hometown of Fukui. She formed a gag comedy duo there,...	Japanese		movie			
tt9679432	Chikan itazura	1979		71 min	Satoru Kobayashi	Ayako Okada, Miho Hanazono, Ryôko Sugie		Japanese		movie			
tt9679418	Jokyôshi: Roshutsu	1979		61 min	Yutaka Sô	Kayoko Sugi, Haruhiko Ômori, Hachirô Tsuruoka, Mimi Sawaki		Japanese		movie			
tt9679386	Kandace Queen	2019			Lynette Jones	Shaun McMillan, Justin Toyer, Keith Porch, Makeda Francisco		English	1 win & 2 nominations.	movie			
tt9679380	In our home	2018		27 min	Iban Colon, Bente Mars		Refuges Welcome!' Scream thousands of people in the streets of Barcelona facing the refugee crisis. We would like to welcome them... But in our homes? Two families in Barcelona had the guts to do it.	Spanish		movie			
tt9679376	Joshi daisei baito geisha	1979		60 min	Kôji Seki	Yumi Okazaki, Rie Nakano, Mayumi Sanjô		Japanese		movie			
tt9679368	Jûdai: Keiko no baai	1979		80 min	Makoto Naitô	Aiko Morishita, Yoichi Miura, Morio Kazama, Fukami Hiroshi		Japanese		movie			
tt9679324	It's All Fun and Games	2019			James B. Thomasson	Melissa Eastwood, Nicole Graziano, Sammie Cassell, Christopher Jones		English		movie			
tt9679308	Je suis l'Apache	2018		2 min	Léonie Violain	Tristan Zanchi, Marguerite Thiam, Thibault Servière, Cheik Ahmed Thani		French		movie			
tt9679250	The Rearing	2019								movie			
tt9679234	Magnificent Liars	2019		80 min	Bruno Mercier	Mark Austin, Alice Carel, Morgan Perez, Sébastien Fouillade	"Who can you trust if you can't trust your best friends? In ""Les Beaux Menteurs"" (""The Beautiful Liars""), an American plumber crashes a French dinner party and reminds everyone -- all we need is love, love, love."	French, English		movie			
tt9679210	Lost Time	2018			Joseph Isaac	Joseph Isaac, Zach Douglas, Cassie Lowe, Mayumi Roller	Meet Andie, a guy who is stuck in the past and just as stuck in his life. It isn't until someone from the past re-enters his life that he reflects on the person he used to be, and realizes ...	English		movie			
tt9679198	Stealing Manhattan	2019								movie			
tt9679186	The Big Rip	2018		9 min	David Buob		The origin and decline of humanity as a happy galactic and crowded picture with offscreen doomsayers. A tribute to the radical pessimist Philipp Mainländer (1841-1876).	English		movie			
tt9679154	Force Vitale	2018		5 min	Pierre-Luc Vaillancourt	Biljana Mitrovic, Anastazija Petrovic	Featuring elite fighters Anastazija Petrovic and Biljana Mitrovic, Force Vitale is a kinetic experience of martial arts. Dynamism, energy and intensity.	None		movie			
tt9679106	Someone Had to Do Something	2019			Keith Connelly	Marcia Bender, Tania Vega		English		movie			
tt9679070	Chichinette: The Accidental Spy	2019		86 min	Nicola Hens	Marthe Cohn, L Cohn	Marthe Cohn, a 98-year-old French-Jewish outstanding lady who was a spy in Nazi Germany in WW2 never spoke about her experience after the war, now travels the globe to share her story.	French, English	1 nomination.	movie			
tt9679044	Kaf dagini terkedenler	1971		70 min	Natuk Baytan, Gündüz Yildirimgeç	Sabahat Isik, Aydin Haberdar, Erol Yesilyaprak, Hamit Öztürk		Turkish		movie			
tt9679036	A Girl, A Boy, A Penny and a Very, Very, Very Long Road	2019		75 min	Julia Beney	Sherman Tsang, Hardi Zala, Jacqueline Godbout, Luanne M. Ashe	After turning down a long, seemingly abandoned, road in a 1968 Ford Galaxie named Archie, Yuna encounters a philosophical hitchhiker, a girl with (almost) pink hair and an unusual Old Lady ...	English		movie			
tt9678982	The Projected	2019								movie			
tt9678966	Öpme öldür	1971		60 min	Natuk Baytan	Tamer Yigit, Melek Görgün, Nevin Er, Baki Tamer		Turkish		movie			
tt9678934	Pray to Love	2019			Anne Goetze			English		movie			
tt9678912	Out of the Pirate's Playhouse	2006		45 min		Daniel Handbridge, Poppy Rush, Brooke Vincent		English		movie			
tt9678910	Nishkakhim	2019		74 min	Nitza Gonen			Hebrew, English, Serbian, Croatian		movie			
tt9678892	Camille	2019	Not Rated	90 min	Boris Lojkine	Nina Meurisse, Fiacre Bindala, Bruno Todeschini, Grégoire Colin	The story of Camille Lepage, a French photojournalist who was killed at age 26 in the Central African Republic.	French, Peul	3 nominations.	movie			
tt9678888	Who Among Us	2019		14 min	Rebecca Kahn, Abhishek Prasad	Terry He, Susana Borosic, Kingsley Ngadi	Contestant Seven painfully unravels on a live game show where one android is hidden among humans.	English		movie			
tt9678886	Vacancy	2018		81 min	Alexandra Longuet		Ultimate refuge for the leftovers of the american dream, the motels in the United States houses a population of drifting humans who, from crisis to crisis - economic and personal - have ...	English		movie			
tt9678882	Yellow in the Blue	2018		45 min	Rob McLean	Nathaniel Davis, Bryn Iorwerth Bellis, Isabella Crowther, Richard Burtinshaw	After family troubles, Isaac moves back west to his home town. However, after a few years of peace, he is forced to confront his past in order to overcome his issues while everyone feels they have the right to control his personal life.	English		movie			
tt9678828	Journey of Innocence Lost	2019								movie			
tt9678812	Inzetsu bôkô-ma: Mawashi	1979		60 min	Kinya Ogawa	Masayoshi Nogami, Mayumi Sanjô, Rie Nakano		Japanese		movie			
tt9678794	Garage	2019			Justin Ian	Brinn Abbate, Asher Deva		English		movie			
tt9678790	Zenra bôkô jiken	1979		64 min	Kaoru Umezawa	Nami Aoki, Mitsuo Nakayama, Jô Ichimura		Japanese		movie			
tt9678782	Angel of Dust	2020								movie			
tt9678778	Glass Angel	2019								movie			
tt9678776	Joshi gakusei hentai	1979		70 min	Satoru Kobayashi	Kaoru Kurosawa, Kumiko Chiba, Shinobu Maki		Japanese		movie			
tt9678766	Junketsu o kegasu	1979		61 min	Akira Ayanokôji	Mayumi Sanjô, Hachirô Tsuruoka, Etsuko Hara		Japanese		movie			
tt9678750	Nihon mitsukan gômonshi	1979		61 min	Kan Mukai	Kyôko Hôjô, Jirô Kokubu, Yuriko Azuma, Yuki Kitazawa		Japanese		movie			
tt9678716	Not Dr. Cannon	2019			Bella Cruz, John Fuentes	Bella Cruz, Alli George, Sam Scott Liverman		English		movie			
tt9678708	Vanquish	2019								movie			
tt9678690	Estepa	2018			Pepe Tobal			Spanish		movie			
tt9678686	The Nightstalker case: found footage	2018			Steve Fabry	Ludovic Englebert, Michel Garsou, Kenny Vrancken	This movie is the video recording of the researchs undertaken by three friends on what sounded like an urban legend.	French		movie			
tt9678682	The Lesser Evil	2019								movie			
tt9678568	Breaking the Ice	1964			Niilo Heino			Finnish		movie			
tt9678524	Um fio de esperança: independência ou guerra no Saara Ocidental	2017		94 min	Renatho Costa(co-director)			Spanish, Arabic, English, Portuguese		movie			
tt9678520	The Return of the Violin	2012		65 min	Haim Hecht	Marek Belka, Joshua Bell, Haim Hecht, Bronislaw Huberman	The film tells the story of a 1731 Stradivarius once owned by Israeli Philharmonic founder Bronislaw Huberman. Stolen in 1936 it was was rediscovered in 1985; American virtuoso Joshua Bell purchased it and plays it during his concerts.	English, Hebrew, Polish		movie			
tt9678496	Undercovered	2017		53 min	Sabrina Begovic Coric, Nejra Hulusic		Following the 2001 terrorist attacks on New York City, one item of clothing has gained a scandalous global reputation: the headscarf. All over the world, a major debate is going on about ...	Bosnian, English		movie			
tt9678488	Out of Place	2019			Peier Tracy Shen	Sarah Lynn Furman, Victor Boneva, David Patty, Jamila Hache	Unaware of them being neighbors, an aspiring Chinese pianist Hui, and Chamo, a Mexican house painter, go through a day that challenges their identities, only to meet at a moment of change.	English, Chinese, Spanish		movie			
tt9678460	Come Fratelli - Amicizia intrighi e amori...	2019			Luciano Luminelli	Stefano Pesce, Simone Montedoro, Sebastiano Somma, Sabrina Knaflitz		Italian		movie			
tt9678452	A Girl's Band	2018		83 min	Marilina Giménez			Spanish		movie			
tt9678442	Uncertain Desert	2017		63 min	Dubi Cano Reyes		The cycle of life in the coastal desert represented by two women who live in these territories with respect and in harmony. This cycle starts to be threatened by the progress and time ...	Spanish		movie			
tt9678332	Oh, Sorry	2019			Justin Giddings, Ryan Patrick Welsh	Wyatt Oleff, Reina Hardesty, Jadagrace, Katherine Kamhi	A grieving young woman leans on her younger brother for emotional support until a spontaneous night out forces her to confront her denial.	English		movie			
tt9678298	Hamppumies vastaan valtio	2019		29 min	Sampsa Huttunen	Timo Haara, Eero Ryhänen, Mikko Hirvonen, Sisu	Timo is a Finnish guy who wants to become a farmer. The authorities are against, because his crop is cannabis.	Finnish		movie			
tt9678258	Something Out of Nothing	2019		52 min	Josh da Silva	Jack Thurston Farrell, Dionna Griffin-Irons, Susan Messing	Something Out of Nothing follows a group of at-risk teenagers as they learn about improv comedy through an after school arts program in Chicago, Illinois. They succeed and struggle during ...	English		movie			
tt9678162	Big Life	2019		94 min	Brian A. Hoffman	Robert Davi, Jordan Fry, Nestor Serrano, Rich Little	CJ has felt alienated and distant most of his life from his big rig driving father. A dad who was never there when he needed him growing up. He now feels the freedom of being on his own and...	English		movie			
tt9678156	False Minds	2018			Jan Bartels	Anna Maria Bergold, Sonja Welter		English		movie			
tt9678148	Lemon	2019			Patrick Flaherty	Breanne Hill, Darren Pettie, Jamie Owen, Cali Morales		English		movie			
tt9678028	The Making of Aerobicse	1982		48 min	Ron Harris			English		movie			
tt9678014	Behind The Mask	2017		20 min	Gynai Seaborne		Gynai, a depressed, young black woman, hides behind a mask of faux happiness, never revealing her true emotions to anyone around her. But what happens when she goes back home for Mother's ...	English		movie			
tt9677846	On Va Continuer!	2019		53 min	Bruno Doria	Jonny Campos, Eric Heigle, Andre Michot, Louis Michot		English		movie			
tt9677806	Peter Lindbergh - Women's Stories	2019		113 min	Jean-Michel Vecchiet	Naomi Campbell, Astrid Lindbergh, Helga Polzin, Petra Sedlaczek	PETER LINDBERGH - WOMEN'S STORIES portrays one of the greatest photographers of the 20th century. Sisters, friends, wives and collaborators carry the plot of the film, go back to the ...	French, English, German	1 nomination.	movie			
tt9677658	Hideouser and Hideouser	2019		8 min	Aria Covamonas	Dick Miller, Virginia Leith, Geraldine Farnum, Anthony La Penna	Every day is the same, but hideouser and hideouser.	English		movie			
tt9677508	O Gargalo	2019			Melquior Brito	Everson Anderson, Adriano Araújo, Andrea Costa, Josiane Zaccarelli		Portuguese		movie			
tt9677416	Misfit	2019		82 min	Erwin van den Eshof	Nadia Al-Mardini, Pablo Grant, Meriel Hinsching, Lisa-Marie Koroll	Moving back to her native country of The Netherlands after years of living in the United States, a teenage girl navigates the intricacies of Dutch high school life.	German		movie			
tt9677232	Tracer	2019		14 min	John Wray	Jeronimo Best, Marianna McClellan, Andrew Perez	In a black site in an unnamed country, an interrogation is taking place. Neither the prisoner nor his questioner have been told the interrogation's purpose. Both men dream to escape.	English		movie			
tt9677100	Soul Reaper	2019		84 min	Bob Pipe	Kezia Burrows, Michael Geary, Ezra Godden, Marny Godden	Charlie's getting married. And when he invites his friends to join him for a stag weekend in a remote British cabin, the group thinks it's a great opportunity to leave the US behind and ...	English		movie			
tt9676940	Kral Midas'in Hazinesi	2019			Mesut Çetin	Ismail Baki Tuncer, Orhan Aydin, Serkan Sengül, Mehmet Ali Tuncer	Three friends tell the adventures they experience after finding a treasure map as a result of chance.	Turkish		movie			
tt9676900	Small City	2019			Georgie Curran, Adriano Villanova	Ediro Strong, Isabella Nefar, Mitchell Hunt, Morgan Watkins	A young street hustler from London and a drugs mule from Europe form an unlikely bond after a violent confrontation with a neighbourhood heavy.			movie			
tt9676898	Saigo no kofuku	1936			Keiyu Sasaki	Reikichi Kawamura, Mitsuko Yoshikawa, Kimiyo Ôtsuka, Shin Tokudaiji		Japanese		movie			
tt9676884	Like Playing	2018		20 min	Berenice Adrianzen Zegarra	Mathias Chavez, Fabrizio Fernandez Davila, Rosa Isabel Morffino, Dey David Zuñiga Campos	Peru, 2018. Bruno (11), Claudio (6) and Carlitos (8) give free rein to their imagination while collecting metals, plastics and cardboard that they will sell to take a bowl of soup at the end of the day.	Spanish		movie			
tt9676820	Hana no omokage	1936			Keiyu Sasaki	Shin Tokudaiji, Sanae Takasugi, Kuniko Miyake, Emiko Yagumo		Japanese		movie			
tt9676630	Mono iwanu ane	1935			Keiyu Sasaki	Reikichi Kawamura, Akira Kusakabe, Kimiyo Ôtsuka, Yoshiko Okada		Japanese		movie			
tt9676614	Xolo	2017		78 min	Giuseppe Valentino	Raimondo Brandi, Baptiste Elicagaray, Angela Neiman, Marco Tizianel	South of Italy. Rosa is a woman with a troubled past. Gino, Rosa's lover, is a violent landowner engaged in dogfights. When Rosa meets Nathaniel, a french drifter, her life takes a new, unexpected turn.	Italian		movie			
tt9676570	Katie	2017		9 min	Edd Roberts	Jayne Connell, Ben Cresswell, Anya Hayre, Keith Jacobs	Having spent the past 12 years of her life in a coma, the decision has finally been made to turn off Katie's life support. Katie's sub-conscience is awake to the sound of her crying mother....	English	2 nominations.	movie			
tt9676520	Waga ai o hoshi ni inorite	1966		84 min	Kôji Shima	Kyôko Azuma, Setsuko Hama, Koichi Ito, Mitsuo Kaji		Japanese		movie			
tt9676518	The Orchard	2019		100 min	Wanja Sellers		Based on Anton Chekhov's The Cherry Orchard, set on an Italian olive plantation (contemporary) When the family home goes up for auction, it is a bid for change.	English		movie			
tt9676402	Sendô kawaiya	1935			Hideo Munemoto	Michiko Kuwano, Ken Uehara, Mitsuko Ichimura, Mitsuko Mito		Japanese		movie			
tt9676318	Deery: Off the Wall	2019	Not Rated	79 min	Todd Magnuson	John Barnes, Dan Farris, Terri Lawrenz, Todd Magnuson	After a crazed farmer/zoo owner kidnaps a traveling couple, their family, a maid, a paleontologist and an amazing deer must work together to rescue them before they are fed to a dinosaur.	English	3 wins.	movie			
tt9676316	Min fjendes bror	2018		18 min	Hooman Aznavy	Sammy Germain, Idris Ahmed, Moussa Daibes, Abdel Mustafa		Danish	1 win.	movie			
tt9676288	Maskinen - en film om poeten Johan Jönson	2013		58 min	Erik Pauser	Johan Jönson	A portrait of the poet Johan Jönson. Jönson and has been called one of Sweden's most important working-class poets. He writes extremely frankly about himself as well about the people he ...	Swedish		movie			
tt9676274	Ámbar	2020		83 min	Esteban Ramírez	Michelle Jones, Jorge Marrale, Freddy Viquez, Agustín Pardella	Helmut is a private detective that is force to face his wounds and deepest secrets of the past when he wants to unravel the strange circumstances that surrounds the severe accident of his ...	Spanish		movie			
tt9676268	Cara Mérième	2019		88 min	Francesco Conversano, Nene Grignaffini	Tahar Ben Jelloun		French		movie			
tt9676264	Ûmi no kyodai	1928			Kichitaro Hitomi	Yoshitarô Azuma, Shinobu Araki, Tsuyako Okajima, Kuniko Miyake		Japanese		movie			
tt9676252	Res Creata	2019		80 min	Alessandro Cattaneo	Felice Cimatti, Giovanni Lindo Ferretti, Dario Martinelli, Daniele Ribola		Italian		movie			
tt9676246	Prøven	2018		27 min	Alex Hein	Marie Boda, Nicolai Dahl Hamilton, Casper Kjær Jensen, Malene Knudsen		Danish	1 nomination.	movie			
tt9676242	ModelsBasketball Documentary	2020		48 min	Snypes Murdock, Mann Robinson	Antoinette Audream, Casme Barnes, Deonta Blount, Tyger Bootie	ModelsBasketball Documentary is about young exotic models and round da way girls that played basketball in HS, College, and Pro. The founder JustinaChiChi tells how she started this league ...	English		movie			
tt9676216	Faz Sol Lá Sim	2019			Claufe Rodrigues			Portuguese		movie			
tt9676204	Zero Theke Hero	2019			Nadu Gopal Mandal	Biswajit Chakraborty, Nadu Gopal Mandal, Robi		Bengali		movie			
tt9676200	September	2018		28 min	Lisa Jespersen	Ulla Henningsen, Andrea Vagn Jensen, Karen-Lise Mynster		Danish	2 nominations.	movie			
tt9676198	Toxic Bees: Human Intervention	2018		59 min	Yen-Ming Lai		Toxic Bees - Human Intervention', the sequel to Taiwan Public Television Service's Toxic Bees- Nature's Mayday in 2014, continues to tackle environmental sustainability issues. Apart from ...	English		movie			
tt9676196	Follow	2019		10 min	Simon Flack	Arman Fanni, Felice Jankell	A young woman is on her way home after a night out when her phone dies in the middle of a conversation. A guy lends his and offers to follow her home. When he don't take no for an answer, ...	Swedish		movie			
tt9676194	Der Sprung von der Brücke	1980		94 min	Adrian Bänninger	Bruno Signer, Stefan Rainer, Sammy Rüegsegger, Benedict Freitag		Swiss German		movie			
tt9676182	This Shaking Keeps Me Steady	2018		61 min	Shehrezad Maher		In Karachi, ambulance drivers nap while waiting for calls to come in. This calm moment contrasts with the brutality of their interventions on sites of accidents, drownings or murders, which...	Urdu		movie			
tt9676180	Pagans	2019			Lucy Luscombe	Caven Alexander, Tania Aresti, Georgie Banks, Lara Belmont	Three young women learn about loss over the course of one Bonfire Night that takes them on surreal journey into the depths of the English countryside.	English		movie			
tt9676174	En plats i Europa	2018		5 min	Cecilia Parsberg, Erik Pauser		In an undisclosed location in central Stockholm a sort of state of exception seems to be in effect. During night time, job seekers from different parts of the world live here. Daytime they ...	English		movie			
